motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FWD,n_BWD,n_LAT,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
20533166,mixed,mix->mix,mix,mix,1,1,2,214,69,8.07,4124,19.271,AL.LH,2,2,2,"[ALL2, LHL3] -> AL.LHL2 -> [LH.SNPL3, MBL2]",AL,2,LH,3,LH.SNP,3,MB,2
20507735,mixed,mix->mix,mix,mix,1,2,1,187,7,2.296,50374,269.38,OL.VMNP,2,2,2,"[OL.VLNPL1, VMNPL3] -> OL.VMNPL2 -> [OLL1, OLL2]",OL.VLNP,1,VMNP,3,OL,1,OL,2
20405757,mixed,LAT->mix,LAT,mix,0,1,3,187,21,3.512,50131,268.08,OL.VMNP,2,2,2,"[GNG.VMNPL2, LX.VMNPL2] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG.VMNP,2,LX.VMNP,2,OL,1,OL,2
20389403,mixed,mix->FWD,mix,FWD,3,0,1,145,59,8.723,5243,36.159,AL.MB,2,2,2,"[ALL1, LHL2] -> AL.MBL2 -> [LHL3, MBL3]",AL,1,LH,2,LH,3,MB,3
20385080,mixed,mix->BWD,mix,BWD,1,2,1,2764,2,1.102,2286,0.827,MB,3,2,2,"[INP.VLNPL3, MBL2] -> MBL3 -> [AL.MBL2, INP.VLNPL2]",INP.VLNP,3,MB,2,AL.MB,2,INP.VLNP,2
20365860,mixed,mix->BWD,mix,BWD,1,2,1,2764,2,1.102,2286,0.827,MB,3,2,2,"[INP.VLNPL2, INP.VLNPL3] -> MBL3 -> [AL.MBL2, MBL2]",INP.VLNP,2,INP.VLNP,3,AL.MB,2,MB,2
20336494,mixed,mix->FWD,mix,FWD,3,0,1,214,55,14.41,7240,33.832,AL.LH,2,2,2,"[ALL1, ALL2] -> AL.LHL2 -> [MBL3, SNPL3]",AL,1,AL,2,MB,3,SNP,3
20272308,mixed,FWD->mix,FWD,mix,2,1,1,2764,2,1.038,3092,1.119,MB,3,2,2,"[ALL2, MBL2] -> MBL3 -> [INP.MBL2, INP.VLNPL3]",AL,2,MB,2,INP.MB,2,INP.VLNP,3
20270294,mixed,mix->mix,mix,mix,1,1,2,2764,4,1.992,2329,0.843,MB,3,2,2,"[INP.MBL3, MBL2] -> MBL3 -> [INPL3, INP.MBL2]",INP.MB,3,MB,2,INP,3,INP.MB,2
20254416,mixed,FWD->mix,FWD,mix,2,1,1,2764,2,1.038,3092,1.119,MB,3,2,2,"[ALL2, INP.MBL2] -> MBL3 -> [INP.VLNPL3, MBL2]",AL,2,INP.MB,2,INP.VLNP,3,MB,2
20241151,mixed,mix->mix,mix,mix,0,2,2,187,14,3.192,51593,275.898,OL.VMNP,2,2,2,"[LX.VMNPL2, OL.VLNPL3] -> OL.VMNPL2 -> [OLL1, OLL2]",LX.VMNP,2,OL.VLNP,3,OL,1,OL,2
20238471,mixed,mix->mix,mix,mix,1,1,2,7,2,1.988,50253,7179.0,GNG.OL,1,2,2,"[OL.VMNPL2, VMNPL1] -> GNG.OLL1 -> [OLL1, OLL2]",OL.VMNP,2,VMNP,1,OL,1,OL,2
20231156,mixed,mix->mix,mix,mix,1,1,2,2764,3,1.992,2329,0.843,MB,3,2,2,"[INP.MBL2, INP.MBL3] -> MBL3 -> [INPL3, MBL2]",INP.MB,2,INP.MB,3,INP,3,MB,2
20218548,mixed,mix->FWD,mix,FWD,3,0,1,145,121,20.107,3609,24.89,AL.MB,2,2,2,"[ALL1, ALL2] -> AL.MBL2 -> [INP.MBL3, LH.SNPL3]",AL,1,AL,2,INP.MB,3,LH.SNP,3
20175028,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,2,1.089,2310,0.836,MB,3,2,2,"[AL.LHL2, AL.MBL2] -> MBL3 -> [INP.VLNPL2, MBL2]",AL.LH,2,AL.MB,2,INP.VLNP,2,MB,2
20163192,mixed,mix->mix,mix,mix,1,1,2,2764,2,1.533,2300,0.832,MB,3,2,2,"[AL.MBL2, MB.VLNPL3] -> MBL3 -> [INPL3, MBL2]",AL.MB,2,MB.VLNP,3,INP,3,MB,2
20150404,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,2,1.14,3047,1.102,MB,3,2,2,"[AL.MBL2, MBL2] -> MBL3 -> [ALL2, INP.MBL2]",AL.MB,2,MB,2,AL,2,INP.MB,2
20130708,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,2,1.14,3047,1.102,MB,3,2,2,"[AL.MBL2, INP.MBL2] -> MBL3 -> [ALL2, MBL2]",AL.MB,2,INP.MB,2,AL,2,MB,2
20086472,mixed,FWD->LAT,FWD,LAT,2,0,2,2764,2,1.519,2300,0.832,MB,3,2,2,"[AL.MBL2, MBL2] -> MBL3 -> [INPL3, MB.VLNPL3]",AL.MB,2,MB,2,INP,3,MB.VLNP,3
